"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女","法人_会社以外の法人_事業所数","法人_会社以外の法人_従業者数(注)","法人_会社以外の法人_従業者数(注)_男","法人_会社以外の法人_従業者数(注)_女","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_男","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_うち常用雇用者(注)","法人でない団体_従業者数(注)_うち常用雇用者(注)_男","法人でない団体_従業者数(注)_うち常用雇用者(注)_女"
"　P 医療，福祉_　84 保健衛生_","12.0","96.0","53.0","43.0","92.0","50.0","42.0","-","-","-","-","-","-","-","11.0","95.0","52.0","43.0","92.0","50.0","42.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","10.0","91.0","51.0","40.0","88.0","49.0","39.0","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__1～4人","5.0","12.0","9.0","3.0","11.0","8.0","3.0","-","-","-","-","-","-","-","4.0","11.0","8.0","3.0","11.0","8.0","3.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","3.0","7.0","7.0","-","7.0","7.0","-","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__5～9人","4.0","25.0","17.0","8.0","22.0","15.0","7.0","-","-","-","-","-","-","-","4.0","25.0","17.0","8.0","22.0","15.0","7.0","-","-","-","-","-","-","-","4.0","25.0","17.0","8.0","22.0","15.0","7.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__10～19人","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__30～49人","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__(再掲)5人以下","7.0","22.0","19.0","3.0","21.0","18.0","3.0","-","-","-","-","-","-","-","6.0","21.0","18.0","3.0","21.0","18.0","3.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","5.0","17.0","17.0","-","17.0","17.0","-","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生__(再掲)20人以下","11.0","62.0","41.0","21.0","58.0","38.0","20.0","-","-","-","-","-","-","-","10.0","61.0","40.0","21.0","58.0","38.0","20.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","9.0","57.0","39.0","18.0","54.0","37.0","17.0","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　840 管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設","5.0","46.0","18.0","28.0","42.0","15.0","27.0","-","-","-","-","-","-","-","4.0","45.0","17.0","28.0","42.0","15.0","27.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","3.0","41.0","16.0","25.0","38.0","14.0","24.0","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_1～4人","3.0","6.0","3.0","3.0","5.0","2.0","3.0","-","-","-","-","-","-","-","2.0","5.0","2.0","3.0","5.0","2.0","3.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","1.0","1.0","1.0","-","1.0","1.0","-","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_5～9人","1.0","6.0","3.0","3.0","3.0","1.0","2.0","-","-","-","-","-","-","-","1.0","6.0","3.0","3.0","3.0","1.0","2.0","-","-","-","-","-","-","-","1.0","6.0","3.0","3.0","3.0","1.0","2.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_30～49人","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-","1.0","34.0","12.0","22.0","34.0","12.0","22.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_(再掲)5人以下","3.0","6.0","3.0","3.0","5.0","2.0","3.0","-","-","-","-","-","-","-","2.0","5.0","2.0","3.0","5.0","2.0","3.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","1.0","1.0","1.0","-","1.0","1.0","-","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　842 健康相談施設_(再掲)20人以下","4.0","12.0","6.0","6.0","8.0","3.0","5.0","-","-","-","-","-","-","-","3.0","11.0","5.0","6.0","8.0","3.0","5.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","2.0","7.0","4.0","3.0","4.0","2.0","2.0","1.0","1.0","1.0","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_1～4人","2.0","6.0","6.0","-","6.0","6.0","-","-","-","-","-","-","-","-","2.0","6.0","6.0","-","6.0","6.0","-","-","-","-","-","-","-","-","2.0","6.0","6.0","-","6.0","6.0","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_5～9人","3.0","19.0","14.0","5.0","19.0","14.0","5.0","-","-","-","-","-","-","-","3.0","19.0","14.0","5.0","19.0","14.0","5.0","-","-","-","-","-","-","-","3.0","19.0","14.0","5.0","19.0","14.0","5.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_10～19人","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-","2.0","25.0","15.0","10.0","25.0","15.0","10.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_(再掲)5人以下","4.0","16.0","16.0","-","16.0","16.0","-","-","-","-","-","-","-","-","4.0","16.0","16.0","-","16.0","16.0","-","-","-","-","-","-","-","-","4.0","16.0","16.0","-","16.0","16.0","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　84 保健衛生_　849 その他の保健衛生_(再掲)20人以下","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-","7.0","50.0","35.0","15.0","50.0","35.0","15.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_","1050.0","24964.0","6281.0","18683.0","22708.0","5701.0","17007.0","21.0","194.0","23.0","171.0","140.0","6.0","134.0","1025.0","24732.0","6257.0","18475.0","22536.0","5695.0","16841.0","346.0","6374.0","1087.0","5287.0","5525.0","867.0","4658.0","679.0","18358.0","5170.0","13188.0","17011.0","4828.0","12183.0","4.0","38.0","1.0","37.0","32.0","-","32.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__1～4人","142.0","371.0","102.0","269.0","308.0","80.0","228.0","5.0","14.0","2.0","12.0","7.0","-","7.0","136.0","353.0","100.0","253.0","300.0","80.0","220.0","30.0","81.0","17.0","64.0","56.0","10.0","46.0","106.0","272.0","83.0","189.0","244.0","70.0","174.0","1.0","4.0","-","4.0","1.0","-","1.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__5～9人","202.0","1383.0","359.0","1024.0","1225.0","306.0","919.0","9.0","61.0","7.0","54.0","46.0","2.0","44.0","191.0","1308.0","351.0","957.0","1167.0","304.0","863.0","68.0","476.0","100.0","376.0","397.0","74.0","323.0","123.0","832.0","251.0","581.0","770.0","230.0","540.0","2.0","14.0","1.0","13.0","12.0","-","12.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__10～19人","301.0","4211.0","997.0","3214.0","3640.0","851.0","2789.0","5.0","67.0","8.0","59.0","55.0","3.0","52.0","296.0","4144.0","989.0","3155.0","3585.0","848.0","2737.0","130.0","1827.0","358.0","1469.0","1554.0","280.0","1274.0","166.0","2317.0","631.0","1686.0","2031.0","568.0","1463.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__20～29人","146.0","3482.0","708.0","2774.0","3055.0","598.0","2457.0","1.0","20.0","5.0","15.0","3.0","-","3.0","144.0","3442.0","703.0","2739.0","3033.0","598.0","2435.0","61.0","1443.0","265.0","1178.0","1255.0","208.0","1047.0","83.0","1999.0","438.0","1561.0","1778.0","390.0","1388.0","1.0","20.0","-","20.0","19.0","-","19.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__30～49人","135.0","5086.0","1095.0","3991.0","4613.0","971.0","3642.0","1.0","32.0","1.0","31.0","29.0","1.0","28.0","134.0","5054.0","1094.0","3960.0","4584.0","970.0","3614.0","44.0","1638.0","231.0","1407.0","1495.0","193.0","1302.0","90.0","3416.0","863.0","2553.0","3089.0","777.0","2312.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__50～99人","99.0","6878.0","2024.0","4854.0","6637.0","1955.0","4682.0","-","-","-","-","-","-","-","99.0","6878.0","2024.0","4854.0","6637.0","1955.0","4682.0","11.0","654.0","88.0","566.0","631.0","77.0","554.0","88.0","6224.0","1936.0","4288.0","6006.0","1878.0","4128.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__100人以上","24.0","3553.0","996.0","2557.0","3230.0","940.0","2290.0","-","-","-","-","-","-","-","24.0","3553.0","996.0","2557.0","3230.0","940.0","2290.0","2.0","255.0","28.0","227.0","137.0","25.0","112.0","22.0","3298.0","968.0","2330.0","3093.0","915.0","2178.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__出向・派遣従業者のみ","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__(再掲)5人以下","186.0","591.0","172.0","419.0","500.0","141.0","359.0","6.0","19.0","2.0","17.0","11.0","-","11.0","179.0","568.0","170.0","398.0","488.0","141.0","347.0","41.0","136.0","33.0","103.0","100.0","23.0","77.0","138.0","432.0","137.0","295.0","388.0","118.0","270.0","1.0","4.0","-","4.0","1.0","-","1.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業__(再掲)20人以下","668.0","6425.0","1548.0","4877.0","5559.0","1309.0","4250.0","20.0","162.0","22.0","140.0","111.0","5.0","106.0","644.0","6225.0","1525.0","4700.0","5416.0","1304.0","4112.0","238.0","2584.0","521.0","2063.0","2195.0","403.0","1792.0","406.0","3641.0","1004.0","2637.0","3221.0","901.0","2320.0","4.0","38.0","1.0","37.0","32.0","-","32.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_1～4人","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_(再掲)5人以下","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　850 管理，補助的経済活動を行う事業所_(再掲)20人以下","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","4.0","2.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体","20.0","461.0","246.0","215.0","443.0","239.0","204.0","-","-","-","-","-","-","-","20.0","461.0","246.0","215.0","443.0","239.0","204.0","-","-","-","-","-","-","-","20.0","461.0","246.0","215.0","443.0","239.0","204.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_1～4人","8.0","21.0","7.0","14.0","17.0","4.0","13.0","-","-","-","-","-","-","-","8.0","21.0","7.0","14.0","17.0","4.0","13.0","-","-","-","-","-","-","-","8.0","21.0","7.0","14.0","17.0","4.0","13.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_5～9人","5.0","29.0","12.0","17.0","23.0","9.0","14.0","-","-","-","-","-","-","-","5.0","29.0","12.0","17.0","23.0","9.0","14.0","-","-","-","-","-","-","-","5.0","29.0","12.0","17.0","23.0","9.0","14.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_30～49人","3.0","118.0","57.0","61.0","111.0","57.0","54.0","-","-","-","-","-","-","-","3.0","118.0","57.0","61.0","111.0","57.0","54.0","-","-","-","-","-","-","-","3.0","118.0","57.0","61.0","111.0","57.0","54.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_50～99人","3.0","192.0","130.0","62.0","192.0","130.0","62.0","-","-","-","-","-","-","-","3.0","192.0","130.0","62.0","192.0","130.0","62.0","-","-","-","-","-","-","-","3.0","192.0","130.0","62.0","192.0","130.0","62.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_100人以上","1.0","101.0","40.0","61.0","100.0","39.0","61.0","-","-","-","-","-","-","-","1.0","101.0","40.0","61.0","100.0","39.0","61.0","-","-","-","-","-","-","-","1.0","101.0","40.0","61.0","100.0","39.0","61.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_(再掲)5人以下","10.0","31.0","11.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-","10.0","31.0","11.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-","10.0","31.0","11.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　851 社会保険事業団体_(再掲)20人以下","13.0","50.0","19.0","31.0","40.0","13.0","27.0","-","-","-","-","-","-","-","13.0","50.0","19.0","31.0","40.0","13.0","27.0","-","-","-","-","-","-","-","13.0","50.0","19.0","31.0","40.0","13.0","27.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業","135.0","2831.0","408.0","2423.0","2635.0","359.0","2276.0","11.0","101.0","6.0","95.0","81.0","1.0","80.0","120.0","2692.0","401.0","2291.0","2522.0","358.0","2164.0","6.0","72.0","4.0","68.0","70.0","3.0","67.0","114.0","2620.0","397.0","2223.0","2452.0","355.0","2097.0","4.0","38.0","1.0","37.0","32.0","-","32.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_1～4人","10.0","28.0","5.0","23.0","20.0","2.0","18.0","2.0","8.0","1.0","7.0","5.0","-","5.0","7.0","16.0","4.0","12.0","14.0","2.0","12.0","-","-","-","-","-","-","-","7.0","16.0","4.0","12.0","14.0","2.0","12.0","1.0","4.0","-","4.0","1.0","-","1.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_5～9人","27.0","184.0","34.0","150.0","161.0","25.0","136.0","7.0","48.0","4.0","44.0","35.0","-","35.0","18.0","122.0","29.0","93.0","114.0","25.0","89.0","4.0","24.0","2.0","22.0","23.0","2.0","21.0","14.0","98.0","27.0","71.0","91.0","23.0","68.0","2.0","14.0","1.0","13.0","12.0","-","12.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_10～19人","33.0","493.0","87.0","406.0","448.0","73.0","375.0","1.0","13.0","-","13.0","12.0","-","12.0","32.0","480.0","87.0","393.0","436.0","73.0","363.0","1.0","12.0","-","12.0","12.0","-","12.0","31.0","468.0","87.0","381.0","424.0","73.0","351.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_20～29人","34.0","804.0","102.0","702.0","758.0","96.0","662.0","-","-","-","-","-","-","-","33.0","784.0","102.0","682.0","739.0","96.0","643.0","-","-","-","-","-","-","-","33.0","784.0","102.0","682.0","739.0","96.0","643.0","1.0","20.0","-","20.0","19.0","-","19.0"
